,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
432,Nanakramguda,282.0,9401,3010,Under Construction,3.0,Apartment
433,Nanakramguda,241.0,9400,2565,Under Construction,3.0,Apartment
434,Kukatpally,109.0,7700,1425,Ready to move,3.0,Apartment
435,Kukatpally,100.0,7700,1300,Ready to move,2.0,Apartment
436,Kukatpally,95.09,7700,1235,Ready to move,2.0,Apartment
437,Kukatpally,123.0,7700,1600,Ready to move,3.0,Apartment
438,Kukatpally,115.0,7700,1500,Ready to move,3.0,Apartment
439,Kukatpally,92.4,7700,1200,Ready to move,2.0,Apartment
440,Narsingi,215.0,10643,2020,Under Construction,3.0,Apartment
441,Kondapur,208.0,10000,2080,Ready to move,3.0,Apartment
442,Bachupally,85.0,5466,1555,Ready to move,3.0,Apartment
443,Medchal,553.0,11969,4620,Ready to move,4.0,Villa
444,Ghatkesar,118.0,6053,1950,Under Construction,3.0,Villa
445,Bachupally,53.9,4900,1100,Under Construction,2.0,Apartment
446,Bachupally,49.0,4900,1000,Under Construction,2.0,Apartment
447,Mallampet,71.55,5300,1350,Under Construction,2.0,Apartment
448,Chandanagar,228.0,7200,3170,Under Construction,3.0,Apartment
449,Chandanagar,181.0,7199,2518,Under Construction,3.0,Apartment
450,Pragathi Nagar Kukatpally,68.0,6476,1050,Ready to move,2.0,Apartment
451,Pragathi Nagar Kukatpally,70.0,6666,1050,Ready to move,2.0,Apartment
452,Pragathi Nagar Kukatpally,69.0,6571,1050,Ready to move,2.0,Apartment
453,Pragathi Nagar Kukatpally,78.0,5777,1350,Ready to move,3.0,Apartment
454,Pragathi Nagar Kukatpally,80.0,5925,1350,Ready to move,3.0,Apartment
455,Pragathi Nagar Kukatpally,78.0,5777,1350,Ready to move,3.0,Apartment
456,Pragathi Nagar Kukatpally,80.0,5925,1350,Ready to move,3.0,Apartment
457,Other,104.0,5800,1800,Under Construction,3.0,Apartment
458,Ameenpur,58.2,5060,1150,Ready to move,2.0,Apartment
459,Other,95.12,5800,1640,Under Construction,3.0,Apartment
460,Kondapur,155.0,12015,1290,Ready to move,2.0,Apartment
461,Nanakramguda,124.0,8715,1432,Under Construction,3.0,Apartment
462,Kothur,50.0,2777,1800,New,0.0,Residential Plot
463,Peerzadiguda,95.28,5900,1615,Under Construction,3.0,Apartment
464,Peerzadiguda,88.5,5900,1500,Under Construction,3.0,Apartment
465,Adibatla,49.92,4300,1161,Under Construction,2.0,Apartment
466,Ameenpur,160.0,6956,2300,Ready to move,2.0,Independent Floor
467,Ameenpur,71.11,4500,1580,Under Construction,3.0,Apartment
468,Ameenpur,65.33,4700,1390,Ready to move,3.0,Apartment
469,Nanakramguda,209.0,7865,2664,Under Construction,4.0,Apartment
470,Nanakramguda,102.0,7865,1307,Under Construction,2.0,Apartment
471,Nanakramguda,108.0,7865,1382,Under Construction,2.0,Apartment
472,Nanakramguda,207.0,7865,2644,Under Construction,4.0,Apartment
473,Nanakramguda,111.0,7865,1424,Under Construction,2.0,Apartment
474,Nanakramguda,101.0,7865,1290,Under Construction,2.0,Apartment
475,Nanakramguda,148.0,7865,1886,Under Construction,3.0,Apartment
476,Nanakramguda,116.0,7865,1487,Under Construction,2.0,Apartment
477,Nanakramguda,107.0,7865,1364,Under Construction,2.0,Apartment
478,Nanakramguda,157.0,7865,2000,Under Construction,3.0,Apartment
479,Nanakramguda,100.0,7865,1273,Under Construction,2.0,Apartment
480,Gachibowli,78.2,9800,798,Under Construction,2.0,Apartment
481,Kokapet,186.0,8750,2130,Ready to move,3.0,Apartment
482,Kokapet,161.0,8750,1840,Ready to move,3.0,Apartment
483,Kokapet,171.0,8750,1960,Ready to move,3.0,Apartment
484,Kokapet,225.0,8750,2575,Ready to move,3.0,Apartment
485,Kokapet,116.0,8750,1330,Ready to move,2.0,Apartment
486,Kokapet,136.0,8750,1555,Ready to move,3.0,Apartment
487,Kokapet,171.0,8750,1960,Ready to move,3.0,Apartment
488,Kokapet,161.0,8750,1840,Ready to move,3.0,Apartment
489,Kokapet,116.0,8750,1330,Ready to move,2.0,Apartment
490,Kokapet,116.0,8750,1330,Ready to move,2.0,Apartment
491,Kokapet,116.0,8750,1330,Ready to move,2.0,Apartment
492,Kokapet,171.0,8750,1960,Ready to move,3.0,Apartment
493,Kokapet,161.0,8750,1840,Ready to move,3.0,Apartment
494,Kokapet,225.0,8750,2575,Ready to move,3.0,Apartment
495,Kokapet,136.0,8750,1555,Ready to move,3.0,Apartment
496,Kokapet,171.0,8750,1960,Ready to move,3.0,Apartment
497,Kokapet,171.0,8750,1960,Ready to move,3.0,Apartment
498,Kokapet,136.0,8750,1555,Ready to move,3.0,Apartment
499,Kokapet,116.0,8750,1330,Ready to move,2.0,Apartment
500,Gandipet,204.0,8500,2400,Ready to move,3.0,Apartment
501,Gandipet,118.0,8500,1395,Ready to move,2.0,Apartment
502,Gandipet,228.0,9000,2540,Under Construction,3.0,Apartment
503,Kadthal,17.89,1278,1400,New,0.0,Residential Plot
504,Kadthal,54.37,1278,4255,New,0.0,Residential Plot
505,Kadthal,28.3,1278,2215,New,0.0,Residential Plot
506,Kadthal,31.11,1278,2435,New,0.0,Residential Plot
507,Kadthal,17.7,1278,1385,New,0.0,Residential Plot
508,Kadthal,29.46,1278,2306,New,0.0,Residential Plot
509,Kadthal,28.78,1278,2252,New,0.0,Residential Plot
510,Kadthal,19.18,1278,1501,New,0.0,Residential Plot
511,Kadthal,19.82,1278,1552,New,0.0,Residential Plot
512,Kadthal,18.97,1278,1485,New,0.0,Residential Plot
513,Kadthal,18.76,1278,1468,New,0.0,Residential Plot
514,Kadthal,30.29,1278,2370,New,0.0,Residential Plot
515,Kadthal,18.33,1278,1435,New,0.0,Residential Plot
516,Kadthal,66.95,1278,5239,New,0.0,Residential Plot
517,Kadthal,19.57,1278,1531,New,0.0,Residential Plot
518,Other,29.98,1666,1800,New,0.0,Residential Plot
519,Other,44.98,1666,2700,New,0.0,Residential Plot
520,Bachupally,63.98,4999,1280,Under Construction,2.0,Apartment
521,Bachupally,82.73,4999,1655,Under Construction,3.0,Apartment
522,Bachupally,84.98,4999,1700,Under Construction,3.0,Apartment
523,Bachupally,54.98,4999,1100,Under Construction,2.0,Apartment
524,Tellapur,86.62,6300,1375,Under Construction,2.0,Apartment
525,Tellapur,86.62,6300,1375,Under Construction,3.0,Apartment
526,Tellapur,116.0,6300,1845,Under Construction,3.0,Apartment
527,Tellapur,107.0,6300,1700,Under Construction,3.0,Apartment
528,Tellapur,138.0,6300,2205,Under Construction,3.0,Apartment
529,Narsingi,161.0,7500,2150,Under Construction,3.0,Apartment
530,Narsingi,98.25,7500,1310,Under Construction,2.0,Apartment
531,Narsingi,249.00000000000003,7500,3330,Under Construction,4.0,Apartment
532,Narsingi,191.0,7500,2550,Under Construction,3.0,Apartment
533,Narsingi,93.75,7500,1250,Under Construction,2.0,Apartment
534,Narsingi,162.0,7500,2170,Under Construction,3.0,Apartment
535,Narsingi,151.0,7500,2020,Under Construction,3.0,Apartment
536,Narsingi,132.0,7500,1760,Under Construction,3.0,Apartment
537,Narsingi,166.0,7500,2220,Under Construction,3.0,Apartment
538,Narsingi,157.0,7500,2100,Under Construction,3.0,Apartment
539,Narsingi,120.0,7500,1610,Under Construction,3.0,Apartment
540,Shadnagar,38.34,2444,1569,New,0.0,Residential Plot
541,Shadnagar,98.32,2444,4023,New,0.0,Residential Plot
542,Shadnagar,65.98,2444,2700,New,0.0,Residential Plot
543,Shadnagar,192.0,2444,7895,New,0.0,Residential Plot
544,Shadnagar,43.42,2444,1777,New,0.0,Residential Plot
545,Shadnagar,67.79,2444,2774,New,0.0,Residential Plot
546,Shadnagar,74.41,2444,3045,New,0.0,Residential Plot
547,Shadnagar,46.28,2444,1894,New,0.0,Residential Plot
548,Other,55.0,3548,1550,Ready to move,3.0,Apartment
549,Other,45.0,3333,1350,Ready to move,3.0,Apartment
550,Other,45.0,4500,1000,Ready to move,2.0,Apartment
551,Kukatpally,190.0,8300,2300,Under Construction,3.0,Apartment
552,Kondapur,201.0,9699,2080,Under Construction,3.0,Apartment
553,Other,65.0,5327,1220,Ready to move,2.0,Apartment
554,Other,50.52,4300,1175,Under Construction,2.0,Apartment
555,Other,49.45,4300,1150,Under Construction,2.0,Apartment
556,Other,64.5,4300,1500,Under Construction,3.0,Apartment
557,Kompally,55.02,4200,1310,Under Construction,2.0,Apartment
558,Kompally,73.29,4200,1745,Under Construction,3.0,Apartment
559,Kompally,67.62,4200,1610,Under Construction,3.0,Apartment
560,Bibinagar,21.96,1444,1521,New,0.0,Residential Plot
561,Bibinagar,21.96,1444,1521,New,0.0,Residential Plot
562,Bachupally,86.05,5699,1510,Under Construction,3.0,Apartment
563,Bachupally,92.89,5748,1616,Under Construction,3.0,Apartment
564,Bachupally,71.69,5699,1258,Under Construction,2.0,Apartment
565,Aminpur,76.5,5000,1530,Under Construction,3.0,Apartment
566,Aminpur,65.0,5000,1300,Under Construction,2.0,Apartment
567,Bachupally,102.0,5699,1803,Under Construction,3.0,Apartment
568,Aminpur,70.0,4575,1530,Under Construction,3.0,Apartment
569,Other,56.5,5136,1100,Under Construction,2.0,Apartment
570,Aminpur,55.5,5045,1100,Under Construction,2.0,Apartment
571,Aminpur,56.7,4536,1250,Under Construction,2.0,Apartment
572,Aminpur,54.0,4821,1120,Under Construction,2.0,Apartment
573,Other,54.7,4376,1250,Ready to move,2.0,Apartment
574,Aminpur,160.0,6400,2500,Under Construction,4.0,Independent House
575,Ameenpur,73.0,4850,1505,Under Construction,3.0,Apartment
576,Ameenpur,70.2,4711,1490,Under Construction,3.0,Apartment
577,Aminpur,58.0,4640,1250,Under Construction,2.0,Apartment
578,Aminpur,170.0,7727,2200,Under Construction,4.0,Independent House
579,Aminpur,57.0,4710,1210,Under Construction,2.0,Apartment
580,Medchal,35.0,1944,1800,New,0.0,Residential Plot
581,Peerzadiguda,150.0,12500,1200,Ready to move,4.0,Independent House
582,Peerzadiguda,92.5,12500,740,Ready to move,3.0,Independent House
583,Manikonda,116.0,6999,1667,Ready to move,3.0,Apartment
584,Manikonda,85.87,6999,1227,Ready to move,2.0,Apartment
585,Other,116.0,6999,1667,Ready to move,3.0,Apartment
586,Manchirevula,100.0,8000,1250,Ready to move,2.0,Apartment
587,Manchirevula,100.0,8000,1250,Ready to move,2.0,Apartment
588,Manchirevula,100.0,8000,1250,Ready to move,2.0,Apartment
589,Manchirevula,100.0,8000,1250,Ready to move,2.0,Apartment
590,Narsingi,106.0,8000,1325,Ready to move,2.0,Apartment
591,Narsingi,135.0,8300,1635,Ready to move,3.0,Apartment
592,Manikonda,85.17,6999,1217,Ready to move,2.0,Apartment
593,Manikonda,92.45,6998,1321,Ready to move,2.0,Apartment
594,Other,92.45,6999,1321,Ready to move,2.0,Apartment
595,Narsingi,106.0,8000,1325,Ready to move,2.0,Apartment
596,Narsingi,135.0,8300,1635,Ready to move,3.0,Apartment
597,Tukkuguda,110.0,25000,440,New,0.0,Residential Plot
598,Tukkuguda,100.0,2777,3600,New,0.0,Residential Plot
599,Gachibowli,180.0,12064,1492,Ready to move,3.0,Apartment
600,Bhanur,176.0,7000,2520,Under Construction,4.0,Villa
601,Other,750.0,23437,3200,Ready to move,4.0,Villa
602,Kokapet,408.0,10123,4037,Under Construction,4.0,Apartment
603,Kokapet,311.0,9000,3465,Under Construction,4.0,Apartment
604,Kokapet,293.0,9002,3259,Under Construction,4.0,Apartment
605,Kokapet,339.0,9000,3775,Under Construction,4.0,Apartment
606,Kokapet,237.0,9000,2640,Under Construction,3.0,Apartment
607,Kokapet,237.0,9000,2639,Under Construction,3.0,Apartment
608,Kokapet,337.0,9000,3755,Under Construction,4.0,Apartment
609,Other,75.0,4464,1680,Ready to move,3.0,Apartment
610,Other,110.0,4847,2269,Under Construction,3.0,Villa
611,Chandanagar,160.0,9411,1700,Ready to move,3.0,Apartment
612,Patancheru,150.0,4800,3125,Under Construction,3.0,Villa
613,Patancheru,96.88,5099,1900,Under Construction,3.0,Apartment
614,Patancheru,73.93,5099,1450,Under Construction,3.0,Apartment
615,Patancheru,89.23,5099,1750,Under Construction,3.0,Apartment
616,Patancheru,84.38,5099,1655,Under Construction,3.0,Apartment
617,Patancheru,66.28,5099,1300,Under Construction,2.0,Apartment
618,Bachupally,160.0,6000,2675,Ready to move,4.0,Villa
619,Bachupally,105.0,6000,1763,Ready to move,3.0,Villa
620,Nizampet,67.07,5498,1220,Ready to move,2.0,Apartment
621,Taramatipet,39.99,2222,1800,New,0.0,Residential Plot
622,Taramatipet,33.39,2222,1503,New,0.0,Residential Plot
623,Taramatipet,59.99,2222,2700,New,0.0,Residential Plot
624,Taramatipet,36.59,2222,1647,New,0.0,Residential Plot
625,Dundigal,129.0,4111,3150,New,0.0,Residential Plot
626,Dundigal,147.0,4111,3600,New,0.0,Residential Plot
627,Dundigal,73.99,4111,1800,New,0.0,Residential Plot
628,Dundigal,110.0,4111,2700,New,0.0,Residential Plot
629,Dundigal,184.0,4111,4500,New,0.0,Residential Plot
630,Dundigal,92.49,4111,2250,New,0.0,Residential Plot
631,Dundigal,166.0,4111,4050,New,0.0,Residential Plot
632,Shadnagar,22.5,1666,1350,New,0.0,Residential Plot
633,Shadnagar,75.0,1666,4500,New,0.0,Residential Plot
634,Manchirevula,96.75,7500,1290,Ready to move,2.0,Apartment
635,Manchirevula,154.0,7500,2063,Ready to move,3.0,Apartment
636,Manchirevula,154.0,7500,2063,Ready to move,3.0,Apartment
637,Manchirevula,96.75,7500,1290,Ready to move,2.0,Apartment
638,Manchirevula,91.59,7100,1290,Ready to move,2.0,Apartment
639,Bachupally,66.0,5500,1200,Ready to move,2.0,Apartment
640,Kukatpally,78.0,5435,1435,Ready to move,3.0,Apartment
641,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
642,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
643,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
644,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
645,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
646,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
647,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
648,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
649,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
650,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
651,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
652,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
653,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
654,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
655,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
656,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
657,Chandanagar,63.0,5478,1150,Ready to move,2.0,Apartment
658,Chandanagar,89.75,5202,1725,Ready to move,3.0,Apartment
659,Kukatpally,137.0,6587,2085,Ready to move,3.0,Apartment
660,Kollur,85.0,5902,1440,Under Construction,2.0,Apartment
661,Tellapur,120.0,6201,1935,Under Construction,3.0,Apartment
662,Other,66.0,4583,1440,New,0.0,Residential Plot
663,Kondapur,236.0,9300,2548,Under Construction,3.0,Apartment
664,Kondapur,238.0,9300,2566,Under Construction,3.0,Apartment
665,Kondapur,238.0,9300,2567,Under Construction,3.0,Apartment
666,Kondapur,181.0,9300,1956,Under Construction,3.0,Apartment
667,Kondapur,133.0,9300,1433,Under Construction,2.0,Apartment
668,Kondapur,127.0,9300,1367,Under Construction,2.0,Apartment
669,Kondapur,235.0,9300,2534,Under Construction,3.0,Apartment
670,Kondapur,179.0,9300,1933,Under Construction,3.0,Apartment
671,Kondapur,195.0,9300,2097,Under Construction,3.0,Apartment
672,Kondapur,195.0,9300,2105,Under Construction,3.0,Apartment
673,Kondapur,135.0,9300,1457,Under Construction,2.0,Apartment
674,Kondapur,129.0,9300,1390,Under Construction,2.0,Apartment
675,Kondapur,178.0,9300,1921,Under Construction,3.0,Apartment
676,Kondapur,241.0,9300,2597,Under Construction,3.0,Apartment
677,Kondapur,179.0,9300,1931,Under Construction,3.0,Apartment
678,Kondapur,195.0,8500,2300,Under Construction,3.0,Apartment
679,Kondapur,128.0,8500,1515,Under Construction,2.0,Apartment
680,Other,87.0,10235,850,Ready to move,1.0,Independent House
681,Other,260.0,8000,3250,Ready to move,5.0,Independent House
682,Puppalaguda,402.0,8509,4724,Under Construction,3.0,Apartment
683,Other,114.0,5764,1995,Ready to move,3.0,Apartment
684,Other,697.0,50617,1377,Ready to move,3.0,Independent House
685,Adibatla,145.0,6304,2300,Under Construction,3.0,Villa
686,Puppalaguda,553.0,8507,6500,Under Construction,4.0,Apartment
687,Puppalaguda,408.0,8494,4803,Under Construction,3.0,Apartment
688,Other,208.0,7500,2780,Under Construction,3.0,Independent House
689,Other,147.0,7500,1960,Under Construction,3.0,Independent House
690,Ghatkesar,45.48,1444,3150,New,0.0,Residential Plot
691,Ghatkesar,31.19,1444,2160,New,0.0,Residential Plot
692,Ghatkesar,77.97,1444,5400,New,0.0,Residential Plot
693,Ghatkesar,23.39,1444,1620,New,0.0,Residential Plot
694,Kollur,85.0,5902,1440,Under Construction,2.0,Apartment
695,Hafeezpet,100.0,8000,1250,Under Construction,2.0,Apartment
696,Bandlaguda Jagir,140.0,7760,1804,Under Construction,3.0,Apartment
697,Moosapet,107.0,7508,1425,Under Construction,2.0,Apartment
698,Moosapet,130.0,7831,1660,Under Construction,3.0,Apartment
699,Kompally,530.0,12217,4338,Under Construction,3.0,Villa
700,Other,210.0,9096,2310,Ready to move,3.0,Independent House
701,Adibatla,108.0,5500,1972,Under Construction,3.0,Villa
702,Adibatla,126.0,5500,2300,Under Construction,3.0,Villa
703,Adibatla,152.0,5500,2767,Under Construction,3.0,Villa
704,Adibatla,142.0,5500,2587,Under Construction,3.0,Villa
705,Kokapet,311.0,9000,3465,Under Construction,4.0,Apartment
706,Kokapet,293.0,9000,3260,Under Construction,4.0,Apartment
707,Kokapet,339.0,9000,3775,Under Construction,4.0,Apartment
708,Kokapet,237.0,9000,2640,Under Construction,3.0,Apartment
709,Kokapet,337.0,9000,3755,Under Construction,4.0,Apartment
710,Gandipet,183.0,9000,2040,Under Construction,3.0,Apartment
711,Kokapet,408.0,10123,4037,Under Construction,4.0,Apartment
712,Gandipet,228.0,9000,2540,Under Construction,3.0,Apartment
713,Gandipet,158.0,9000,1765,Under Construction,3.0,Apartment
714,Pragathi Nagar Kukatpally,109.0,7104,1540,Under Construction,3.0,Apartment
715,Pragathi Nagar Kukatpally,98.68,7104,1390,Under Construction,3.0,Apartment
716,Pragathi Nagar Kukatpally,91.94,7100,1295,Under Construction,2.0,Apartment
717,Nizampet,93.03,6002,1551,Ready to move,3.0,Apartment
718,Pragathi Nagar Kukatpally,99.04,7100,1395,Under Construction,3.0,Apartment
719,Nizampet,111.0,6002,1854,Ready to move,3.0,Apartment
720,Kompally,52.5,4200,1250,Ready to move,2.0,Apartment
721,Kompally,48.55,4200,1156,Ready to move,2.0,Apartment
722,Kompally,51.66,4200,1230,Ready to move,2.0,Apartment
723,Kompally,48.93,4200,1165,Ready to move,2.0,Apartment
724,Banjara Hills,260.0,13333,1950,Ready to move,4.0,Independent House
725,Other,77.0,7333,1050,Ready to move,2.0,Apartment
726,Other,108.0,5899,1835,Under Construction,3.0,Apartment
727,Other,153.0,5899,2610,Under Construction,3.0,Apartment
728,Tellapur,121.0,6199,1965,Under Construction,3.0,Apartment
729,Other,135.0,5899,2300,Under Construction,3.0,Apartment
730,Tellapur,92.67,6199,1495,Under Construction,2.0,Apartment
731,Tellapur,126.0,6199,2035,Under Construction,3.0,Apartment
732,Other,79.63,5899,1350,Under Construction,2.0,Apartment
733,Tellapur,118.0,6199,1915,Under Construction,3.0,Apartment
734,Other,136.0,5899,2310,Under Construction,3.0,Apartment
735,Tellapur,115.0,6199,1865,Under Construction,3.0,Apartment
736,Other,124.0,5899,2110,Under Construction,3.0,Apartment
737,Other,101.0,5899,1715,Under Construction,3.0,Apartment
738,Other,78.16,5899,1325,Under Construction,2.0,Apartment
739,Other,121.0,5899,2060,Under Construction,3.0,Apartment
740,Other,111.0,5899,1895,Under Construction,3.0,Apartment
741,Attapur,94.11,6600,1426,Under Construction,3.0,Apartment
742,Attapur,140.0,6600,2122,Under Construction,3.0,Apartment
743,Attapur,85.66,6600,1298,Under Construction,2.0,Apartment
744,Attapur,137.0,6600,2086,Under Construction,3.0,Apartment
745,Chandanagar,136.0,6849,1999,Under Construction,3.0,Apartment
746,Attapur,154.0,6600,2344,Under Construction,3.0,Apartment
747,Chandanagar,94.1,6849,1374,Under Construction,2.0,Apartment
748,Attapur,137.0,6600,2080,Under Construction,3.0,Apartment
749,Attapur,110.0,6600,1668,Under Construction,3.0,Apartment
750,Chandanagar,94.03,6849,1373,Under Construction,2.0,Apartment
751,Attapur,173.0,6600,2623,Under Construction,3.0,Apartment
752,Chandanagar,73.55,6849,1074,Under Construction,2.0,Apartment
753,Chandanagar,113.0,6849,1654,Under Construction,3.0,Apartment
754,Chandanagar,93.35,6849,1363,Under Construction,2.0,Apartment
755,Attapur,101.0,6600,1540,Under Construction,3.0,Apartment
756,Attapur,83.95,6600,1272,Under Construction,2.0,Apartment
757,Attapur,156.0,6600,2367,Under Construction,3.0,Apartment
758,Attapur,155.0,6600,2361,Under Construction,3.0,Apartment
759,Attapur,138.0,6600,2096,Under Construction,3.0,Apartment
760,Kollur,130.0,6685,1950,Under Construction,3.0,Apartment
